 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.95 
1555124942.59
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  22	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  67	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 129	  82	 136	  88	 133	
 409.6	 168	 265	 160	 258	 163	 270	 176	 265	
 819.2	 335	 529	 319	 515	 325	 540	 351	 531	
1638.4	 671	1059	 638	1033	 652	1083	 705	1064	
3276.8	1338	2114	1273	2061	1300	2161	1405	2122	
