 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.48 
1561846906.4
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  20	  34	  22	  34	
 102.4	  41	  67	  39	  65	  40	  68	  40	  67	
 204.8	  81	 133	  77	 129	  80	 136	  86	 133	
 409.6	 162	 264	 153	 256	 160	 271	 172	 265	
 819.2	 323	 528	 304	 512	 319	 541	 344	 529	
1638.4	 645	1054	 608	1022	 637	1080	 687	1057	
3276.8	1293	2115	1219	2051	1278	2169	1380	2124	
