 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.95 
1554631174.58
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  67	  44	  66	
 204.8	  84	 132	  80	 129	  81	 134	  88	 132	
 409.6	 166	 263	 159	 256	 161	 268	 175	 263	
 819.2	 332	 525	 317	 513	 322	 536	 349	 527	
1638.4	 665	1051	 634	1026	 644	1073	 699	1055	
3276.8	1326	2097	1265	2048	1284	2139	1393	2104	
