 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.98 
1561962389.48
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  20	  34	  22	  34	
 102.4	  41	  67	  39	  65	  40	  68	  44	  67	
 204.8	  82	 133	  77	 129	  81	 137	  87	 134	
 409.6	 162	 265	 153	 257	 160	 272	 173	 266	
 819.2	 324	 530	 306	 514	 320	 543	 346	 532	
1638.4	 648	1060	 612	1028	 641	1088	 692	1065	
3276.8	1294	2116	1219	2052	1278	2170	1381	2125	
