 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.98 
1565983637.92
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  33	
 102.4	  40	  66	  37	  64	  40	  68	  43	  67	
 204.8	  79	 132	  74	 128	  79	 135	  85	 132	
 409.6	 158	 263	 148	 255	 158	 270	 170	 264	
 819.2	 314	 524	 295	 507	 313	 537	 338	 526	
1638.4	 628	1048	 590	1015	 627	1075	 677	1053	
3276.8	1250	2086	1173	2021	1247	2138	1346	2094	
