 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
7.65 
1562704577.12
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   6	   8	   5	   9	   6	   8	
  25.6	  11	  17	  11	  16	  10	  17	  11	  16	
  51.2	  22	  33	  21	  32	  20	  34	  22	  32	
 102.4	  43	  65	  41	  64	  40	  67	  43	  64	
 204.8	  85	 130	  81	 127	  80	 134	  85	 127	
 409.6	 169	 259	 162	 254	 160	 268	 170	 254	
 819.2	 337	 517	 323	 508	 318	 535	 340	 508	
1638.4	 672	1032	 646	1014	 635	1068	 677	1013	
3276.8	1343	2059	1288	2024	1267	2131	1351	2021	
