 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
17.99 
1563169598.36
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  20	  35	  22	  34	
 102.4	  41	  67	  38	  65	  40	  69	  44	  67	
 204.8	  81	 133	  76	 129	  80	 136	  87	 134	
 409.6	 162	 266	 153	 258	 161	 273	 174	 268	
 819.2	 323	 532	 305	 516	 321	 547	 347	 536	
1638.4	 644	1062	 608	1030	 640	1090	 691	1068	
3276.8	1286	2119	1213	2056	1278	2176	1381	2131	
