 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.98 
1561172074.4
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  68	
 204.8	  82	 133	  77	 129	  81	 137	  87	 134	
 409.6	 164	 266	 154	 258	 162	 273	 174	 268	
 819.2	 328	 534	 309	 518	 324	 548	 350	 537	
1638.4	 653	1064	 616	1032	 645	1092	 697	1070	
3276.8	1305	2128	1232	2064	1289	2183	1391	2140	
