 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.73 
1554873941.58
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  67	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 129	  82	 136	  89	 133	
 409.6	 167	 264	 159	 257	 162	 269	 176	 265	
 819.2	 334	 527	 318	 514	 324	 538	 351	 529	
1638.4	 670	1057	 637	1031	 650	1080	 703	1061	
3276.8	1335	2108	1271	2056	1295	2153	1401	2115	
