 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.95 
1554788241.54
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 130	  82	 136	  89	 133	
 409.6	 167	 264	 159	 257	 162	 269	 175	 264	
 819.2	 333	 526	 318	 514	 323	 537	 350	 528	
1638.4	 665	1051	 634	1026	 645	1072	 699	1054	
3276.8	1329	2099	1266	2049	1288	2143	1395	2106	
