 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.62 
1565599241.45
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   5	   8	
  25.6	  10	  16	   9	  16	  10	  17	  11	  16	
  51.2	  20	  32	  18	  31	  19	  33	  21	  32	
 102.4	  39	  64	  36	  62	  37	  65	  41	  64	
 204.8	  77	 127	  72	 124	  74	 130	  81	 128	
 409.6	 153	 254	 143	 248	 148	 259	 162	 256	
 819.2	 304	 507	 284	 495	 296	 517	 324	 511	
1638.4	 608	1013	 568	 989	 591	1033	 647	1020	
3276.8	1212	2020	1132	1972	1177	2060	1288	2033	
