 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.78 
1554370001.06
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  33	  22	  33	
 102.4	  41	  65	  40	  64	  39	  66	  43	  66	
 204.8	  82	 130	  79	 128	  78	 132	  86	 132	
 409.6	 164	 260	 158	 256	 155	 264	 172	 263	
 819.2	 327	 518	 314	 510	 309	 526	 343	 524	
1638.4	 654	1034	 628	1018	 617	1050	 685	1046	
3276.8	1308	2070	1256	2038	1236	2102	1373	2094	
