 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.27 
1563904640.34
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  16	
  51.2	  20	  32	  19	  31	  19	  33	  21	  32	
 102.4	  39	  64	  36	  62	  38	  65	  41	  64	
 204.8	  77	 127	  73	 124	  75	 130	  82	 128	
 409.6	 154	 254	 144	 248	 149	 259	 163	 256	
 819.2	 307	 508	 288	 496	 297	 517	 325	 511	
1638.4	 612	1012	 574	 988	 593	1032	 648	1019	
3276.8	1223	2021	1146	1973	1183	2060	1293	2033	
