 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.16 
1565262824.96
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  33	
 102.4	  40	  66	  37	  64	  40	  67	  43	  66	
 204.8	  79	 131	  74	 127	  79	 134	  85	 132	
 409.6	 157	 262	 148	 254	 157	 268	 169	 263	
 819.2	 314	 523	 295	 507	 313	 536	 338	 525	
1638.4	 626	1043	 588	1012	 625	1070	 675	1048	
3276.8	1249	2084	1174	2021	1248	2137	1347	2092	
